パチ	ปัช
パーク	ปาค
소와	ศวัส
오리토	ออร์โธ
소판	โสภณ
お茶	โอชะ
섭라	โซบะ
νίκος	นิกซ์
能	เนง
나이리	ในร
내리	แนร์
모키	โมกิ
みつ	มิทซ์
մեծ	เมตส์
멜레	เมเล
마라	มะระ
만타	มัณฑ
만시	มันส์
마인	ไมน์
마일	ไมล์
馬出	มัช
마아코	มาก้
林寺	ลินส
＿	ลิเน
禮拜	ลิบั
冷	เล้ง
喇嘛	ลัมะ
큐마	ขยุ้ม
쿠루	คุรุ
쿠나	คุณั
쿠마	คุมั
쿠키	คุกิ
카림	กริม่
카렐	ก์เรล
키람	กรัม
카랄	กรัล
코웰	ก็วล
콜카	โคลั
ここ	โกโก้
코키	โกกิ
코다	กอดั
키리	คิริ
킨디	คินด์
키코	กิโฆ
키디	คิดิ
키바	คิบะ
케론	เกรน
케롤	เกรล
鏗	เก้ง
켐페	เคมพ์
켈피	เกล์พ
카와	กะวะ
카레	กะเร
카네	คะเน
카에레	แคร่
카알	กาล
시위	ศิวิ
신주아	สินะ
입맛	อิมัส
이마이	อิไม
이이노	อีโน
和彦	หยัน
훙	หุ่ง
후에의	ฮึย
호리이	หรี่
호세	โซเซ
弘	โหง่
후문	หมุน
シティ	หิติ
히리	หิริ
힐로	ฮิโล
헤이와	เหวอะ
合體	เหติ
허키	เฮ็ค
헬의	เหลย
헤인	เฮิน
헤일	เฮิล
한테	ฮันต์
한시	ฮันส
한인	ฮันน์
孩兒	ไหร
하인	ไฮน์
하임	ไหม่
하일	ไหล
해라	แฮร
핼	แหล
하안	ห่าน
해암	ฮาม
하알	ฮาล
세니	สนิส
에나의	เใน
셈인데	เซเด
스	เซลู
엘베	เอลเบ
세키쇼	เซคส์
セイント	ซินธ์
에인세	เอินซ์
에인세	เอินซ์
세간에	เซเน
세마	เซดั
出土	ชุท
處理	จุฬ
觸法	ชุฟ
赤熱	จิร
チン	อชิน
池里	จิล
車馬	เจม่
徹子	เชิ่
徹子	เชิ่
車馬	เชะ
茶屋	จั๋ว
挿入	ชัร
諂	อชัน
아리시	ศะศิ
아레아	ะเระ
아라이	อะไร
라낫	อะนัส
아카사	อักษะ
아카리	อัคริ
사케리	สะกิ
아이넷	ไอน์ส
아이키	ไอคิ
샙	แสบ
앵	แอง
애디	แอดิ
아델	อะเดล
아벨	อะเบล
알아야	อายั
パーティ	าธิ
사카타	ษัทอะ
아라라	อาระ
아야네	าเน
아바디	อาดิ
요타	โยธะ
요키	โยคิ
野蠻	ยมัน
유달	อยดัล
웨루	เวรุ
우파의	อุภัย
御厨	อุชุ
로마	โรมั
肉體	รึต
로테	โรเน
호넨	โอนเอน
올드	ออลเด
오디오	ออดิโอ
お茶	โอชะ
잉키	อิ้งค์
이말	อิมัล
이마에	อิแม
이데아	อิเดะ
리비시	รบิส
和彦	หยัน
휭	ฮวง
힌디	ฮินด์
벳토	เรสท์
에사	เรศา
러산	รสัน
엔게	เรเน
에나의	เใน
레키	เรคิ
밭이	บัติ
라야	รอาด
안나	อันนะ
라낫	อะนัส
참피	อัมพิ
라브리	รามบุตรี
아말	อะมัล
아마이	อะไม
아카사	อักษะ
아카키	อัคคิ
아담	อะดัม
라보	อร์บ็อต
아비에이	อะบี
알아야	อายั
パーティ	าธิ
아앙이	าณิ
아바디	อาดิ
아랍에	อาเบ
아사바	าบะ
ゆき	ยุคิ
우라이	อุไร
＿	ลิเน
車馬	เจม่
たった	อัตถะ
내다	แอดั
융	ยุ้ง
慵	โยง
요네	โยเน
野蠻	ยมัน
뤼티	วิธิ
웨인에	เวเน
우타리	อุตริ
菩提	พุฒิ
페리	เปริ
御厨	อุชุ
汤	ตั๊ง
소마	โซมั
시리	ศิริ
루셰	รุษย
로타	โรทั
롤라	โรลั
로바	โรบะ
리야	อริยะ
릿토	ริษฐ์
리씨	ริสซ์
링	ริ้ง
린아	อรินั
レット	เรตต์
레티	เรทิ
레논	เรนน์
렝	เรง
레키	เรคิ
레인	เริน
레일	เริล
라이디	ไรด์
랜	แรน
라다	ระดะ
ラブ	ระบุ
포투	โพสท์
오손	โอโซน
토폴	โอพอล
올드	ออลเด
고잉	ออิง
오디오	ออดิโอ
누엘	นึล
漏刻	โลเค
朗	ลั้ง
이탈	อิตัล
이마이	อิไม
일람	อิลัม
홀도	โหลด
히리	หิริ
衡	เห้ง
헤일	เฮิล
한테	ฮันต์
한시	ฮันส
杭	ฮั้ง
孩兒	ไหร
해라	แฮร
해아	แฮะ
하안	ห่าน
非禮	เฟิล
에인세	เอินซ์
에덴	เอเดน
畜牧	จุม
아톰	อะตอม
파틸	ไปล่
파투	ปะทุ
아라이	อะไร
앞이라	ไปร
안테	อันเต
아날	ผาล
아카사	อักษะ
아카리	อัคริ
아가페	อาเป
아앙이	าณิ
ゆき	ยุคิ
야키	ยะกิ
やけ	ยะเค
와렌	วเรน
오퀸	วกิ้น
윈의	วินย
웨타	เวทั
微熱	เวเร
웬수	เว่นส์
와힛	ไวซ์
와인	ไวน์
타타아	ตต้า
투수에	ทซึ
토네	โตเน
토네	โตเน
とか	โตกั
타만	ตมัน
티니	ทินิ
ティカ	ติกั
텐에	เธเน่
텔로	เตโล
테이카	เตกั
테일	เทิล
汤	ตั๊ง
탈파	ตะละ
타키	ทะกิ
타케	ตะเฆ่
たち	ตัช
쉰	ศวิน
수와	สุวั
시린	ศริน
誦	ซ้อง
소나	โซนั
솔로	โซโล่
소바	โซบะ
소넷	สเนส
사뭇	สมุส
시문	สมุน
소민	ซมิน
살인	สลิน
시카	ซิกั
선	เส็น
세달	ซดัล
桑	สั่ง
サキ	สะกิ
サキ	สะกิ
오룔	รย็อล
로웰	รเวล
로렌	อร์เรน
로렐	อร์เรล
로야	โรยั
롯타	ร็สต์
로나	รอนั
로콧	โร้กส์
로바	โรบะ
리넷	อร์เนส
리넷	อร์เนส
리넨	รเนน
汝南	รนัน
레만	รมัน
레만	รมัน
로마이	อร์ไม
루킨	อร์คิน
라칸	รกัน
리야	อริยะ
링	ริ้ง
린아	อรินั
리베	ริเบ
리한	อรหัน
레티	เรทิ
레타	เรทั
レオン	อเร็น
렌타	เร้นท์
렌시	เรนส์
렌도	เรนด์
레커	เรเค
오레하	เร้จ
오레하	เร้จ
ロビン	รบิน
라반	รบัน
